,Producator procesor,Tip procesor,Model procesor,Arhitectura,Numar nuclee,Frecventa nominala,Cache,Tehnologie procesor,Procesor grafic integrat,Diagonala display,Format display,Tehnologie display,Finisaj display,Rezolutie,Capacitate memorie,Tip memorie,Sloturi ocupate,Frecventa,Tip stocare,Capacitate SSD,Interfata SSD,Tip placa video,Chipset video,Camera WEB,Audio,Porturi,Cititor de carduri,Retea,Wireless,Tastatura numerica,Dimensiuni (W x H x D),Greutate,Securitate,Limba tastatura,Accesorii incluse,Culoare,Caracteristici cheie,Sistem de operare,Product name,New price,Old price,Reviews,Rating,Frecventa Turbo Boost,Unitate optica,Versiune Bluetooth,Platforma producator,Material,Autonomie baterie,Numar sloturi,Memorie integrata,Capacitate memorie maxima suportata,Capacitate HDD/SSHD,Viteza HDD,Tehnologii placa video,Tehnologii audio,Putere difuzoare,Model placa video,Capacitate memorie video,Tip memorie placa video,Producator difuzoare,Rata de refresh,Design,Touchscreen,Luminozitate,3G,4G
156,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,13.3 inch,Full HD,IPS,BrightView HD,1920 x 1080,8 GB,DDR4,,2400 MHz,SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x HDMI1 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,SDSDHCSDXC,,802.11 b/g/n/ac 2x2,,311 x 211 x 15.4 mm,1.3 Kg,Parola BIOSKensington NanoSaver,Tastatura internationala,,Argintiu,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop ultraportabil HP Pavilion 13-an0003nq cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Natural Silver",3499.99,3499.99,7,4.29,3.9 GHz,,4.2,HP Pavilion,Aluminiu,11.5 h,,8192 MB,,,,DirectX 12,B&O PLAYHP Audio Boost,,,,,,,,,,,
157,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,14 inch,HD,WLEDVA,Anti-Glare,1366 x 768,8 GB,DDR4,1,2400 MHz,SSD,256 GB,M.2,Integrata,,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SD,,802.11 b/g/n/ac,,326.8 x 17.9 x 225.5 mm,1.6 Kg,Cititor de amprentaKensington Lock,Tastatura internationala,Adaptor 45W,Argintiu,Camera webTastatura iluminataAccelerometruHP Imagepad cu suport pentru gesturi de multi-atingere,Windows 10 Home,"Laptop ultraportabil HP Pavilion Laptop 14-ce2000nq cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", 8GB, 256GB M.2 SSD, Intel UHD Graphics 620, Microsoft Windows 10, Silver",2499.99,3699.99,Adauga,,3.9 GHz,Nu,5.0,HP Pavilion,,11 h,,,,,,DirectX 12,B&O PLAYHP Audio Boost,,,,,Bang & Olufsen,,,,,,
158,Intel,Celeron,4205U,Whiskey Lake,2,1.8 GHz,2048 KB,14 nm,Intel UHD Graphics 610,15.6 inch,Full HD,TN,Anti-Glare,1920 x 1080,4 GB,DDR4,,2133 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,,10/100/1000,802.11 ac,Da,363 x 22.9 x 254.6 mm,2.1 Kg,Parola BIOSParola HDDSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Negru/Gri,Touchpad care accepta gesturi de atingeri multipleTastatura ChicletCamera web 720pBaterie 3 celulePrivacy Filter la camera web,Free DOS,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel Celeron 4205U 1.80 GHz, 15.6"", Full HD, 4GB, 2TB HDD, DVD-RW, Intel UHD Graphics 610, Free DOS, Platinum Grey",1199.99,1499.99,Adauga,,,Da,4.2,IdeaPad L340 Series,,9.5 h,1,4096 MB,16 GB,2 TB,5400 rpm,DirectX 12,Dolby Audio,3 W,,,,,,,,220 niti,,
159,Intel,i3,7020U,Kaby Lake,2,2.3 GHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,4 GB,DDR4,,2133 MHz,SSD,512 GB,,Integrata,Intel HD,VGA,Difuzoare stereoMicrofon,2 x USB 3.01 x Jack 3.5 mm1 x HDMI1 x RJ-451 x USB 3.1 type C,SDSDHCSDXCMMC,10/100/1000,802.11 ac,Da,378 x 22.9 x 260 mm,2.2 Kg,Parola BIOSParola HDDSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Gri,Camera webTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel Core i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 512GB SSD, Intel HD Graphics 620, Free DOS, Platinum Grey",1699.99,2399.99,1,5.00,,Nu,4.1,IdeaPad 330 Series,,5.5 h,1,4096 MB,16 GB,,,,Dolby Audio,3 W,,,,,,,Nu,,,
160,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,17.3 inch,Full HD,LCDLED,Anti-Glare,1920 x 1080,8 GB,DDR4,,2400 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x USB type C1 x Audio Out/Microfon,SD,,802.11 ac,Da,406 x 21.4 x 256 mm,2.3 Kg,Cititor de amprentaParola BIOSTPM,Tastatura internationala,Adaptor 45W,Argintiu,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletCititor de amprente,Free DOS,"Laptop Asus VivoBook X712FA cu procesor Intel Core i5-8265U pana la 3.9 GHz, 17.3"",Full HD, 8GB, 2TB HDD, Intel UHD Graphics 620, Free DOS, Transparent Silver",2999.99,3599.99,Adauga,,3.9 GHz,,4.2,ASUS X712FA,,,,8192 MB,16 GB,2 TB,5400 rpm,,Sonic Master,,,,,,60 Hz,,,,,
161,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,HD,LEDVA,Anti-Reflective,1366 x 768,8 GB,DDR4,1,2400 MHz,SSD,256 GB,,Dedicata,nVidia GeForce MX,HD,Difuzoare stereoMicrofon,1 x USB 3.01 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac 2x2,Da,364.9 x 19 x 256.9 mm,2 Kg,,Tastatura internationala,Adaptor 65W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura antistropi,Free DOS,"Laptop HP ProBook 450 G6 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", 8GB, 256GB SSD, NVIDIA GeForce MX130 2GB, Free DOS, Silver",2599.99,3799.99,1,1.00,3.9 GHz,,4.2,HP ProBook 450 G6,,,2,,16 GB,,,DirectX 12GeForce Experience,,,MX130,2048 MB,GDDR5,,,,,,,
162,Intel,i5,9300H,Coffee Lake,4,2.4 GHz,8192 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD + SSD,,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,360 x 24.2 - 25.2 x 267 mm,2.3 Kg,Parola BIOSTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 170W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTaste WASD evidentiate,,"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD, IPS, 8GB, 1TB + 128GB SSD M.2, NVIDIA GeForce GTX 1650 4GB GDDR5, Free DOS, Black",3699.99,4099.99,2,4.00,4.1 GHz,,4.2,Legion Y7000 Series,,,2,,32 GB,,5400 rpm,GeForce ExperienceDirectX 12nVidia G-SyncnVidia GameWorksnVidia CUDAnVidia PhysXnVidia SurroundnVidia AnselnVidia GameStream,Harman KardonDolby Atmos,4 W,GTX 1650,4096 MB,GDDR5,,,,,,,
163,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,WLEDVA,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,376 x 22.5 x 246 mm,1.78 Kg,TPM (Trusted Platform Module)Security lock,Tastatura internationala,Adaptor 65W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multiple,Windows 10 Pro,"Laptop HP 250 G7 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Silver",2749.99,3799.99,Adauga,,3.9 GHz,Da,4.2,,,12.5 h,1,,8 GB,1 TB,5400 rpm,DirectX 12,HD Audio,,,,,,,,,220 niti,,
164,Intel,i7,8750H,Coffee Lake,6,2.2 GHz,9216 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD + SSD,128 GB,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereo,1 x Card Reader1 x Jack 3.5 mm1 x HDMI1 x RJ-451 x USB 3.1 type C3 x USB 3.1,SDSDHCSDXCMMC,10/100/1000,802.11 ac 2x2,Da,389 x 25 x 274.7 mm,2.7 Kg,Parola BIOSParola HDDNoble lock,Tastatura internationala,,Negru,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleDual Cooling Fans,Linux,"Laptop Gaming Dell G5 5587 cu procesor Intel Core i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB HDD + 128GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Linux, Black",4199.99,5699.99,17,4.82,4.1 GHz,Nu,4.2,Dell G5 5587,Plastic,,2,,32 GB,1 TB,5400 rpm,DirectX 12Max-Q DesignGeForce Experience,Waves MaxxAudio Pro,,GTX 1050 Ti,4096 MB,GDDR5,,,,Nu,,,
165,Intel,i7,8550U,Kaby Lake R,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,WLEDSVA,Anti-Glare,1920 x 1080,4 GB,DDR4,1,2400 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 b/g/n,Da,376 x 22.5 x 245 mm,2.04 Kg,Kensington MiniSaver,Tastatura internationala,Adaptor 45W,Negru,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Free DOS,"Laptop HP 15-da0025nq cu procesor Intel Core i7-8550U pana la 4.00 GHz Kaby Lake R, 15.6"", Full HD, 4GB, 1TB HDD, DVD-RW, Intel UHD Graphics, Free DOS, Jet Black",2399.99,2999.99,Adauga,,4 GHz,Da,4.2,,,,,,,1 TB,5400 rpm,DirectX 12,,,,,,,,,,,,
166,Intel,i5,,Coffee Lake,4,1.4 GHz,,14 nm,Intel Iris Plus Graphics 645,13.3 inch,,LEDIPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,,Integrata,Intel Iris,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 14.9 x 212.4 mm,1.37 Kg,Touch ID,Tastatura RO,Adaptor USB-C 61W,Space Grey,Camera webTouchpad care accepta gesturi de atingeri multipleTouch BarTouch ID,Mac OS,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel Core i5 1.4GHz, 8GB, 128GB SSD, Intel Iris Plus Graphics 645, Space Grey, ROM KB",6599.99,7399.99,Adauga,,3.9 GHz,,5.0,Apple MacBook Pro 13,Aluminiu,10 h,,8192 MB,,,,,,,,,,,,,,,,
167,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,HD,LCD LED,Anti-Reflective,1280 x 720,8 GB,DDR4,1,2400 MHz,SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,1 x USB 3.01 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,364.9 x 19 x 256.9 mm,2 Kg,Kensington LockParola BIOS,Tastatura internationala,Adaptor 45W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura antistropi,Free DOS,"Laptop HP ProBook 450 G6 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Silver",2499.99,3499.99,2,5.00,3.9 GHz,,5.0,HP ProBook 450 G6,,,2,,16 GB,,,DirectX 12,,,,,,,,,,,,
168,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,WLEDVA,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,376 x 22.5 x 246 mm,1.78 Kg,Security lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multiple,Windows 10 Pro,"Laptop HP 250 G7 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 512GB SSD, DVD-RW, Intel UHD Graphics 620, Windows 10 Pro, Silver",3199.99,3699.99,1,5.00,3.9 GHz,Da,4.2,,,12.5 h,1,,8 GB,,,DirectX 12,HD Audio,,,,,,,,,220 niti,,
169,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,TN,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,,10/100/1000,802.11 ac,Da,363 x 22.9 x 254.6 mm,2.1 Kg,Parola BIOSParola HDDSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Alb,Touchpad care accepta gesturi de atingeri multipleTastatura ChicletCamera web 720pBaterie 3 celulePrivacy Filter la camera web,Free DOS,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Blizzard White",2299.99,2499.99,1,5.00,3.9 GHz,Da,4.2,IdeaPad L340 Series,,9.5 h,1,,16 GB,,,DirectX 12,Dolby Audio,3 W,,,,,,,,220 niti,,
170,Intel,i5,8250U,Kaby Lake R,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.01 x Jack 3.5 mm1 x USB 3.1 type C,SDSDHCSDXCMMC,,802.11 ac,Nu,323.1 x 234.8 x 18.95 mm,1.67 Kg,Parola BIOSSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,,Bluemarin,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel Core i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Mid Night Blue",2799.99,3399.99,3,4.67,3.4 GHz,Nu,4.1,IdeaPad 330S Series,,7 h,1,4096 MB,,,,,HD AudioDolby Audio,4 W,,,,,,,Nu,,,
171,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,16 GB,DDR4,2,2666 MHz,HDD + SSD,512 GB,PCI Express,Dedicata,nVidia GeForce RTX,,Difuzoare stereoMicrofoane duale,1 x HDMI1 x RJ-453 x USB 3.21 x USB 3.2 Type C Gen 2,,10/100/1000,802.11 ac 2x2,Da,360 x 24.9 x 275 mm,2.5 Kg,Parola BIOSParola administrator,Tastatura internationala,Adaptor 230 W,Gunmetal Grey,Touchpad care accepta gesturi de atingeri multipleTastatura ChicletTastatura iluminata RGBROG Aura SyncRata refresh ecran 240Hz - 3ms,Free DOS,"Laptop gaming ASUS ROG Strix SCAR III G531GV cu procesor Intel Core i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 240Hz, 16GB, 512GB SSD + 1TB HDD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Gunmetal Gray",7499.99,8799.99,Adauga,,4.5 GHz,,5.0,ASUS G531GV,,,2,,32 GB,1 TB,5400 rpm,DirectX 12GeForce ExperiencenVidia 3D VisionnVidia RTX,Smart Amp,8 W,RTX 2060,6144 MB,GDDR6,,240 Hz,,,300 niti,,
172,Intel,i7,8750H,Coffee Lake,6,2.2 GHz,9216 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD + SSD,128 GB,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x USB 2.01 x RJ-451 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac,Da,360 x 25 - 26 x 262 mm,2.2 Kg,Kensington LockParola BIOS,Tastatura internationala,Adaptor 120W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleDual Cooling FansRata refresh ecran 120Hz,Free DOS,"Laptop Gaming ASUS TUF FX505GE cu procesor Intel Core i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 120Hz, 8GB, 1TB + 128GB SSD, NVIDIA GeForce 1050 Ti 4GB, Free DOS, Black",4299.99,4899.99,Adauga,,4.1 GHz,Nu,5.0,ASUS FX505GE,,,2,,32 GB,1 TB,5400 rpm,DirectX 12GeForce ExperiencenVidia SurroundnVidia AnselnVidia GameStreamnVidia FXAA,DTS HEADPHONE:X,4 W,GTX 1050 Ti,4096 MB,GDDR5,,,,,,,
173,Intel,Celeron,N3350,Apollo Lake,2,1100 MHz,2048 KB,14 nm,Intel HD Graphics 500,13.3 inch,Full HD,IPS,,1920 x 1080,4 GB,DDR3,,,eMMC,32 GB,M.2,Integrata,Intel HD,,Difuzoare stereoMicrofon,2 x USB 3.01 x Audio Out1 x micro HDMI,Micro SD,,802.11 b/g/n,,315.7 x 13.5 x 208 mm,1.29 Kg,,Tastatura internationala,,Negru,Camera fata 2MpPosibilitate extindere capacitate stocare prin SSD de tip M2 2242,,"Laptop ultraportabil nJoy Aerial cu procesor Intel Celeron N3350 pana la 2.40 GHz, Apollo Lake, 13.3"", Full HD, IPS, 4GB, 32GB eMMC, support SSD M.2, Intel HD Graphics, Microsoft Windows 10, Metal Black",949.89,1199.89,38,3.63,2400 MHz,Nu,4.0,nJoy Aerial,Metal,8 h,,,,,,,,,,,,,,,,,,
174,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,Micro SDMicro SDHCMicro SDXC,10/100/1000,802.11 ac,Da,369 x 19.9 x 252.5 mm,2.12 Kg,Parola BIOSParola HDDTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 65W,Negru,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura rezistenta la stropire,Free DOS,"Laptop Lenovo ThinkPad E590 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Black",2999.99,3599.99,Adauga,,3.9 GHz,,5.0,ThinkPad E590,PlasticAluminiu,11 h,2,,32 GB,,,DirectX 12,Dolby Advanced Audio,4 W,,,,,,,,,,
175,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,13.3 inch,Full HD,IPS,Glossy,1920 x 1080,16 GB,LPDDR3,,1866 MHz,SSD,1 TB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,,,802.11 ac 2x2,,308.3 x 14.8 x 211 mm,1.2 Kg,Cititor de amprentaParola BIOSParola HDDTPM 2.0,Tastatura internationala,Adaptor 65W,Liquid Blue,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleCititor amprenta,Free DOS,"Laptop ultraportabil Lenovo Ideapad S530-13IWL cu procesor Intel Core i7-8565U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, IPS, 16GB, 1TB SSD, Intel UHD Graphics 620, Free DOS, Liquid Blue",4099.99,4999.99,Adauga,,4.6 GHz,Nu,4.1,IdeaPad S530 Series,Aluminiu,8 h,,16384 MB,,,,,HD AudioDolby Audio,4 W,,,,Harman Kardon,,,,,,
176,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,WLEDVA,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,376 x 22.5 x 246 mm,1.78 Kg,Security lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Gri inchis,Camera webTouchpad care accepta gesturi de atingeri multiple,,"Laptop HP 250 G7 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, DVD-RW, Intel UHD Graphics 620, Free DOS, Dark Ash Silver",2199.99,2749.99,3,3.67,3.9 GHz,Da,4.2,,,12.5 h,1,,8 GB,,5400 rpm,DirectX 12,HD Audio,,,,,,,,,,,
177,Intel,i5,8300H,Coffee Lake,4,2.3 GHz,8192 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPSWLED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD,,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x Audio In1 x RJ-453 x USB 3.11 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,SDSDHCSDXC,10/100/1000,802.11 b/g/n/ac 2x2,Da,360 x 25 x 263 mm,2.41 Kg,Kensington LockParola BIOS,Tastatura internationala,Adaptor 200W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleAccelerometruTehnologie NKRO,Free DOS,"Laptop Gaming OMEN by HP 15-dc1013nq cu procesor Intel Core  i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, Shadow Black",4299.99,6299.99,2,4.50,4 GHz,Nu,5.0,OMEN by HP,,,2,,32 GB,1 TB,7200 rpm,DirectX 12GeForce ExperienceVR ReadynVidia G-SyncnVidia CUDAnVidia SurroundnVidia AnselnVidia GameStreamnVidia FXAAnVidia RTXnVidia 3D Vision,B&O PLAYHP Audio BoostDTS HEADPHONE:X,,RTX 2060,6144 MB,GDDR6,Bang & Olufsen,,,Nu,,,
178,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,16 GB,DDR4,1,2666 MHz,SSD,512 GB,M.2,Dedicata,nVidia GeForce GTX,,Difuzoare stereoMicrofon,1 x RJ-451 x Audio Out/Microfon1 x HDMI 2.01 x USB 3.2 Type A Gen 22 x USB 3.2 Type A Gen 11 x USB 3.2 Type C Gen 2,,10/100/1000,802.11 ac 2x2,,360 x 18.9 - 19.9 x 252 mm,1.93 Kg,Kensington LockParola BIOSParola HDD,Tastatura internationala,Adaptor 230 W,Brushed Black,Tastatura ChicletTastatura iluminata RGBRata refresh ecran 144HzG-sync,Free DOS,"Laptop gaming ASUS ROG Zephyrus M GU502GU cu procesor Intel Core i7-9750H pana la 4.5 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Brushed Black",6799.99,7999.99,Adauga,,4.5 GHz,,5.0,ASUS Zephyrus M,,,2,8192 MB,32 GB,,,nVidia 3D VisionnVIDIA CUDAnVidia PhysXnVIDIA Adaptive V-SyncnVidia FastSyncnVidia SurroundnVidia G-SyncnVidia AnselnVidia Simultaneous Multi-ProjectionnVidia GameStream,Smart AmpESS,,GTX 1660 Ti,6144 MB,GDDR6,,144 Hz,,Nu,,,
179,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,1 TB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SDMMCMicro SDHCMicro SDXC,,802.11 ac 2x2,Nu,322.7 x 230.5 x 17.9 mm,1.6 Kg,TPM 2.0,Tastatura internationala,Adaptor 65W,Abyss Blue,Camera webTastatura iluminataTastatura Chiclet,Free DOS,"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel Core i7-8565U pana la 4.60GHz, 14"", Full HD, IPS, Antiglare, 8GB, 1TB SSD M.2, Intel UHD Graphics 620, Free DOS, Abyss Blue",3399.99,3999.99,Adauga,,4.6 GHz,,4.2,IdeaPad S340 Series,,,1,4096 MB,,,,,Dolby Audio,,,,,,,Convertibil,,,,
